PassengerID,Survived,Pclass,Sex,Age,sibsp,parch,Fare,Embarked
260,Yes,2,Female,50,0,1,26,S
332,No,1,Male,45.5,0,0,28.5,S
837,No,3,Male,21,0,0,8.6625,S
576,No,3,Male,19,0,0,14.5,S
585,No,3,Male,,0,0,8.7125,C
520,No,3,Male,32,0,0,7.8958,S
337,No,1,Male,29,1,0,66.6,S
152,Yes,1,Female,22,1,0,66.6,S
455,No,3,Male,,0,0,8.05,S
116,No,3,Male,21,0,0,7.925,S
506,No,1,Male,18,1,0,108.9,C
308,Yes,1,Female,17,1,0,108.9,C
239,No,2,Male,19,0,0,10.5,S
213,No,3,Male,22,0,0,7.25,S
182,No,2,Male,,0,0,15.05,C
521,Yes,1,Female,30,0,0,93.5,S
268,Yes,3,Male,25,1,0,7.775,S
129,Yes,3,Female,,1,1,22.3583,C
534,Yes,3,Female,,0,2,22.3583,C
681,No,3,Female,,0,0,8.1375,Q
101,No,3,Female,28,0,0,7.8958,S
878,No,3,Male,19,0,0,7.8958,S
102,No,3,Male,,0,0,7.8958,S
443,No,3,Male,25,1,0,7.775,S
808,No,3,Female,18,0,0,7.775,S
450,Yes,1,Male,52,0,0,30.5,S
428,Yes,2,Female,19,0,0,26,S
430,Yes,3,Male,32,0,0,8.05,S
191,Yes,2,Female,32,0,0,13,S
385,No,3,Male,,0,0,7.8958,S
801,No,2,Male,34,0,0,13,S
111,No,1,Male,47,0,0,52,S
880,Yes,1,Female,56,0,1,83.1583,C
531,Yes,2,Female,2,1,1,26,S
507,Yes,2,Female,33,0,2,26,S
657,No,3,Male,,0,0,7.8958,S
860,No,3,Male,,0,0,7.2292,C
251,No,3,Male,,0,0,7.25,S
266,No,2,Male,36,0,0,10.5,S
109,No,3,Male,38,0,0,7.8958,S
477,No,2,Male,34,1,0,21,S
727,Yes,2,Female,30,3,0,21,S
823,No,1,Male,38,0,0,0,S
444,Yes,2,Female,28,0,0,13,S
172,No,3,Male,4,4,1,29.125,Q
279,No,3,Male,7,4,1,29.125,Q
17,No,3,Male,2,4,1,29.125,Q
788,No,3,Male,8,4,1,29.125,Q
886,No,3,Female,39,0,5,29.125,Q
136,No,2,Male,23,0,0,15.0458,C
832,Yes,2,Male,0.83,1,1,18.75,S
408,Yes,2,Male,3,1,1,18.75,S
438,Yes,2,Female,24,2,3,18.75,S
527,Yes,2,Female,50,0,0,10.5,S
374,No,1,Male,22,0,0,135.6333,C
591,No,3,Male,35,0,0,7.125,S
539,No,3,Male,,0,0,14.5,S
558,No,1,Male,,0,0,227.525,C
780,Yes,1,Female,43,0,1,211.3375,S
133,No,3,Female,47,1,0,14.5,S
868,No,1,Male,31,0,0,50.4958,S
46,No,3,Male,,0,0,8.05,S
188,Yes,1,Male,45,0,0,26.55,S
668,No,3,Male,,0,0,7.775,S
186,No,1,Male,,0,0,50,S
425,No,3,Male,18,1,1,20.2125,S
255,No,3,Female,41,0,2,20.2125,S
584,No,1,Male,36,0,0,40.125,C
760,Yes,1,Female,33,0,0,86.5,S
514,Yes,1,Female,54,1,0,59.4,C
483,No,3,Male,50,0,0,8.05,S
57,Yes,2,Female,21,0,0,10.5,S
575,No,3,Male,16,0,0,8.05,S
518,No,3,Male,,0,0,24.15,Q
312,Yes,1,Female,18,2,2,262.375,C
743,Yes,1,Female,21,2,2,262.375,C
833,No,3,Male,,0,0,7.2292,C
694,No,3,Male,25,0,0,7.225,C
299,Yes,1,Male,,0,0,30.5,S
389,No,3,Male,,0,0,7.7292,Q
160,No,3,Male,,8,2,69.55,S
181,No,3,Female,,8,2,69.55,S
864,No,3,Female,,8,2,69.55,S
793,No,3,Female,,8,2,69.55,S
847,No,3,Male,,8,2,69.55,S
202,No,3,Male,,8,2,69.55,S
325,No,3,Male,,8,2,69.55,S
642,Yes,1,Female,24,0,0,69.3,C
107,Yes,3,Female,21,0,0,7.65,S
529,No,3,Male,39,0,0,7.925,S
49,No,3,Male,,2,0,21.6792,C
11,Yes,3,Female,4,1,1,16.7,S
395,Yes,3,Female,24,0,2,16.7,S
13,No,3,Male,20,0,0,8.05,S
677,No,3,Male,24.5,0,0,8.05,S
469,No,3,Male,,0,0,7.725,Q
411,No,3,Male,,0,0,7.8958,S
344,No,2,Male,25,0,0,13,S
843,Yes,1,Female,30,0,0,31,C
448,Yes,1,Male,34,0,0,26.55,S
552,No,2,Male,27,0,0,26,S
82,Yes,3,Male,29,0,0,9.5,S
498,No,3,Male,,0,0,15.1,S
881,Yes,2,Female,25,0,1,26,S
96,No,3,Male,,0,0,8.05,S
610,Yes,1,Female,40,0,0,153.4625,S
418,Yes,2,Female,18,0,2,13,S
702,Yes,1,Male,35,0,0,26.2875,S
435,No,1,Male,50,1,0,55.9,S
578,Yes,1,Female,39,1,0,55.9,S
564,No,3,Male,,0,0,8.05,S
648,Yes,1,Male,56,0,0,35.5,C
748,Yes,2,Female,30,0,0,13,S
61,No,3,Male,22,0,0,7.2292,C
838,No,3,Male,,0,0,8.05,S
562,No,3,Male,40,0,0,7.8958,S
174,No,3,Male,21,0,0,7.925,S
787,Yes,3,Female,18,0,0,7.4958,S
233,No,2,Male,59,0,0,13.5,S
64,No,3,Male,4,3,2,27.9,S
820,No,3,Male,10,3,2,27.9,S
635,No,3,Female,9,3,2,27.9,S
643,No,3,Female,2,3,2,27.9,S
361,No,3,Male,40,1,4,27.9,S
168,No,3,Female,45,1,4,27.9,S
602,No,3,Male,,0,0,7.8958,S
323,Yes,2,Female,30,0,0,12.35,Q
813,No,2,Male,35,0,0,10.5,S
88,No,3,Male,,0,0,8.05,S
24,Yes,1,Male,28,0,0,35.5,S
468,No,1,Male,56,0,0,26.55,S
159,No,3,Male,,0,0,8.6625,S
347,Yes,2,Female,40,0,0,13,S
175,No,1,Male,56,0,0,30.6958,C
285,No,1,Male,,0,0,26,S
261,No,3,Male,,0,0,7.75,Q
135,No,2,Male,25,0,0,13,S
716,No,3,Male,19,0,0,7.65,S
489,No,3,Male,30,0,0,8.05,S
320,Yes,1,Female,40,1,1,134.5,C
32,Yes,1,Female,,1,0,146.5208,C
633,Yes,1,Male,32,0,0,30.5,C
77,No,3,Male,,0,0,7.8958,S
286,No,3,Male,33,0,0,8.6625,C
650,Yes,3,Female,23,0,0,7.55,S
495,No,3,Male,21,0,0,8.05,S
253,No,1,Male,62,0,0,26.55,S
592,Yes,1,Female,52,1,0,78.2667,C
65,No,1,Male,,0,0,27.7208,C
830,Yes,1,Female,62,0,0,80,
567,No,3,Male,19,0,0,7.8958,S
475,No,3,Female,22,0,0,9.8375,S
745,Yes,3,Male,31,0,0,7.925,S
206,No,3,Female,2,0,1,10.4625,S
252,No,3,Female,29,1,1,10.4625,S
221,Yes,3,Male,16,0,0,8.05,S
415,Yes,3,Male,44,0,0,7.925,S
885,No,3,Male,25,0,0,7.05,S
626,No,1,Male,61,0,0,32.3208,S
852,No,3,Male,74,0,0,7.775,S
500,No,3,Male,24,0,0,7.7958,S
863,Yes,1,Female,48,0,0,25.9292,S
586,Yes,1,Female,18,0,2,79.65,S
263,No,1,Male,52,1,1,79.65,S
559,Yes,1,Female,39,1,1,79.65,S
713,Yes,1,Male,48,1,0,52,S
670,Yes,1,Female,,1,0,52,S
699,No,1,Male,49,1,1,110.8833,C
551,Yes,1,Male,17,0,2,110.8833,C
582,Yes,1,Female,39,1,1,110.8833,C
759,No,3,Male,34,0,0,8.05,S
804,Yes,3,Male,0.42,0,1,8.5167,C
257,Yes,1,Female,,0,0,79.2,C
640,No,3,Male,,1,0,16.1,S
432,Yes,3,Female,,1,0,16.1,S
383,No,3,Male,32,0,0,7.925,S
777,No,3,Male,,0,0,7.75,Q
30,No,3,Male,,0,0,7.8958,S
815,No,3,Male,30.5,0,0,8.05,S
459,Yes,2,Female,50,0,0,10.5,S
604,No,3,Male,44,0,0,8.05,S
272,Yes,3,Male,25,0,0,0,S
532,No,3,Male,,0,0,7.2292,C
256,Yes,3,Female,29,0,2,15.2458,C
735,No,2,Male,23,0,0,13,S
400,Yes,2,Female,28,0,0,12.65,S
718,Yes,2,Female,27,0,0,10.5,S
190,No,3,Male,36,0,0,7.8958,S
678,Yes,3,Female,18,0,0,9.8417,S
484,Yes,3,Female,63,0,0,9.5875,S
118,No,2,Male,29,1,0,21,S
42,No,2,Female,27,1,0,21,S
31,No,1,Male,40,0,0,27.7208,C
154,No,3,Male,40.5,0,2,14.5,S
171,No,1,Male,61,0,0,33.5,S
420,No,3,Female,10,0,2,24.15,S
596,No,3,Male,36,1,1,24.15,S
800,No,3,Female,30,1,1,24.15,S
869,No,3,Male,,0,0,9.5,S
753,No,3,Male,33,0,0,9.5,S
201,No,3,Male,28,0,0,9.5,S
356,No,3,Male,28,0,0,9.5,S
874,No,3,Male,47,0,0,9,S
39,No,3,Female,18,2,0,18,S
334,No,3,Male,16,2,0,18,S
19,No,3,Female,31,1,0,18,S
15,No,3,Female,14,0,0,7.8542,S
522,No,3,Male,22,0,0,7.8958,S
81,No,3,Male,22,0,0,9,S
516,No,1,Male,47,0,0,34.0208,S
259,Yes,1,Female,35,0,0,512.3292,C
367,Yes,1,Female,60,1,0,75.25,C
675,No,2,Male,,0,0,0,S
162,Yes,2,Female,40,0,0,15.75,S
124,Yes,2,Female,32.5,0,0,13,S
512,No,3,Male,,0,0,8.05,S
695,No,1,Male,60,0,0,26.55,S
134,Yes,2,Female,29,1,0,26,S
751,Yes,2,Female,4,1,1,23,S
59,Yes,2,Female,5,1,2,27.75,S
451,No,2,Male,36,1,2,27.75,S
473,Yes,2,Female,33,1,2,27.75,S
34,No,2,Male,66,0,0,10.5,S
125,No,1,Male,54,0,1,77.2875,S
103,No,1,Male,21,0,1,77.2875,S
319,Yes,1,Female,31,0,2,164.8667,S
857,Yes,1,Female,45,1,1,164.8667,S
407,No,3,Male,51,0,0,7.75,S
378,No,1,Male,27,0,2,211.5,C
372,No,3,Male,18,1,0,6.4958,S
674,Yes,2,Male,31,0,0,13,S
649,No,3,Male,,0,0,7.55,S
156,No,1,Male,51,0,1,61.3792,C
18,Yes,2,Male,,0,0,13,S
305,No,3,Male,,0,0,8.05,S
736,No,3,Male,28.5,0,0,16.1,S
352,No,1,Male,,0,0,35,S
492,No,3,Male,21,0,0,7.25,S
426,No,3,Male,,0,0,7.25,S
56,Yes,1,Male,,0,0,35.5,S
556,No,1,Male,62,0,0,26.55,S
621,No,3,Male,27,1,0,14.4542,C
831,Yes,3,Female,15,1,0,14.4542,C
326,Yes,1,Female,36,0,0,135.6333,C
204,No,3,Male,45.5,0,0,7.225,C
355,No,3,Male,,0,0,7.225,C
496,No,3,Male,,0,0,14.4583,C
200,No,2,Female,24,0,0,13,S
112,No,3,Female,14.5,1,0,14.4542,C
241,No,3,Female,,1,0,14.4542,C
423,No,3,Male,29,0,0,7.875,S
